stream	dataset	path	group	working groups	type	status	enabling	target rate 2.0e34	target rate 1.4e34	HLT Prescales                                                                                          HLT Prescales                                                                                          HLT Prescales                                                                                          HLT Prescales                                                                                               HLT Prescales																										L1 seed {Note: "(L1_A) AND (L1_B)" refers to the actual seed (L1_A) and any L1 algo (L1_B) used to provide L1 candidates in the path (but not to seed the path). In case of doubt, the most trustable source is the configuration of the path itself.}	L1 Prescales                                                                                          L1 Prescales                                                                                          L1 Prescales                                                                                          L1 Prescales                                                                                               L1 Prescales																										
				e.g. "EXO-LL" or "HIG-ZZ" etc...						Emer.	1.6E+34	1.5E+34	1.4E+34	1.3E+34	1.2E+34	1.1E+34	1E+34	7.5E+33	5E+33	2.5E+33	1.6e34+ZB	1.5e34+ZB	1.4e34+ZB	1.3e34+ZB	1.2e34+ZB	1.1e34+ZB	1.0e34+ZB	7.5e33+ZB	5.0e33+ZB	2.5e33+ZB	ECAL 2.0kHz	ECAL 1.7kHz	ECAL 1.4kHz	ECAL 1.2kHz	ECAL 1.0kHz		Emer.	1.6E+34	1.5E+34	1.4E+34	1.3E+34	1.2E+34	1.1E+34	1E+34	7.5E+33	5E+33	2.5E+33	1.6e34+ZB	1.5e34+ZB	1.4e34+ZB	1.3e34+ZB	1.2e34+ZB	1.1e34+ZB	1.0e34+ZB	7.5e33+ZB	5.0e33+ZB	2.5e33+ZB	ECAL 2.0kHz	ECAL 1.7kHz	ECAL 1.4kHz	ECAL 1.2kHz	ECAL 1.0kHz	
PhysicsHadronsTaus	MET	HLT_PFMET300_HBHECleaned_v7	SUS,HIG,EXO		signal	unprescaled	2E+34	/	/	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_PFHT60_v7	SUS,HIG,EXO,B2G		signal	partial	2E+34	0.2	0.2	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v18	SUS,HIG,EXO,B2G		control	prescaled	2E+34	1	1	0	330	330	308	286	264	253	220	165	110	55	330	330	308	286	264	253	220	165	110	55	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v7	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	/	/	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v18	SUS,HIG,EXO,B2G		signal	unprescaled	2E+34	51	51	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v17	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	35	35	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v17	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	19	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne100_PFMHT100_IDTight_PFHT60_v7	SUS,HIG,EXO,B2G		signal	partial	2E+34	0.2	0.2	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne110_PFMHT110_IDTight_v10	SUS,HIG,EXO,B2G		control	prescaled	2E+34	1	1	0	356	356	332	308	285	273	237	178	119	59	356	356	332	308	285	273	237	178	119	59	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v7	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	/	/	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF80_HTT60er OR L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne120_PFMHT120_IDTight_v10	SUS,HIG,EXO,B2G		signal	unprescaled	2E+34	54	54	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne130_PFMHT130_IDTight_v10	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	37	37	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne140_PFMHT140_IDTight_v9	SUS,HIG,EXO,B2G		backup	unprescaled	2E+34	20	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned_v7	JME		signal	unprescaled	2E+34	/	/	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_ETMHF70 OR L1_ETMHF80 OR L1_ETMHF90 OR L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_TripleJet110_35_35_Mjj650_PFMET110_v7	HIG		signal	unprescaled	2E+34	1.6	1.6	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_115_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_TripleJet110_35_35_Mjj650_PFMET120_v7	HIG		backup	unprescaled	2E+34	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_115_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	MET	HLT_TripleJet110_35_35_Mjj650_PFMET130_v7	HIG		backup	unprescaled	2E+34	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_110_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_115_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleLooseChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v10	TAU,HIG,EXO,SUS		signal	disabled	Disabled	64.8	64.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleLooseChargedIsoPFTau35_Trk1_eta2p1_Reg_v10	TAU,HIG,EXO,SUS		signal	disabled	Disabled	82.3	82.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleLooseChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v10	TAU,HIG,EXO,SUS		signal	disabled	Disabled	49.5	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleLooseChargedIsoPFTau40_Trk1_eta2p1_Reg_v10	TAU,HIG,EXO,SUS		signal	disabled	Disabled	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleMediumChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v10	TAU		backup	partial	1.8E+34	58	58	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleMediumChargedIsoPFTau35_Trk1_eta2p1_Reg_v10	TAU		signal	partial	1.8E+34	73	73	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleMediumChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v10	TAU		backup	unprescaled	2E+34	47	47	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleMediumChargedIsoPFTau40_Trk1_eta2p1_Reg_v10	TAU		backup	partial	1.8E+34	59	59	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleTightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v10	TAU		signal	unprescaled	2E+34	48	48	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleTightChargedIsoPFTau35_Trk1_eta2p1_Reg_v10	TAU		backup	partial	1.8E+34	60	60	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleTightChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v10	TAU		backup	unprescaled	2E+34	38	38	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_DoubleTightChargedIsoPFTau40_Trk1_eta2p1_Reg_v10	TAU		backup	unprescaled	2E+34	48	48	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_DoubleIsoTau28er2p1 OR L1_DoubleIsoTau30er2p1 OR L1_DoubleIsoTau32er2p1 OR L1_DoubleIsoTau33er2p1 OR L1_DoubleIsoTau34er2p1 OR L1_DoubleIsoTau35er2p1 OR L1_DoubleIsoTau36er2p1 OR L1_DoubleIsoTau38er2p1 OR L1_DoubleTau70er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_v10	TAU,HIG,EXO,SUS		control	unprescaled	2E+34	0.2	0.2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_Mu22er2p1_IsoTau40er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_IsoMu27_LooseChargedIsoPFTau20_SingleL1_v3	TAU,HIG		control	unprescaled	2E+34	11.5	11.5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_IsoMu27_MediumChargedIsoPFTau20_SingleL1_v3	TAU,HIG		control	unprescaled	2E+34	8.9	8.9	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_IsoMu27_TightChargedIsoPFTau20_SingleL1_v3	TAU,HIG		control	unprescaled	2E+34	7.9	7.9	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleMu22 OR L1_SingleMu25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_1pr_v9	TAU,HIG,EXO		backup	unprescaled	2E+34	2.3	2.3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleTau80er2p1 OR L1_SingleTau100er2p1 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleTau140er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_v10	TAU,HIG,EXO		signal	unprescaled	2E+34	21.1	21.1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_SingleTau80er2p1 OR L1_SingleTau100er2p1 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleTau140er2p1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET100_v10	TAU,HIG,EXO		signal	unprescaled	2E+34	7.7	7.7	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_IsoTau40er_ETM80 OR L1_IsoTau40er_ETM85 OR L1_IsoTau40er_ETM90 OR L1_IsoTau40er_ETM95 OR L1_IsoTau40er_ETM100 OR L1_IsoTau40er_ETM105 OR L1_IsoTau40er_ETM110 OR L1_IsoTau40er_ETM115 OR L1_IsoTau40er_ETM120 OR L1_IsoTau40er_ETMHF80 OR L1_IsoTau40er_ETMHF90 OR L1_IsoTau40er_ETMHF100 OR L1_IsoTau40er_ETMHF110 OR L1_IsoTau40er_ETMHF120	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET110_v6	TAU,HIG,EXO		backup	unprescaled	2E+34	4	4	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_IsoTau40er_ETM80 OR L1_IsoTau40er_ETM85 OR L1_IsoTau40er_ETM90 OR L1_IsoTau40er_ETM95 OR L1_IsoTau40er_ETM100 OR L1_IsoTau40er_ETM105 OR L1_IsoTau40er_ETM110 OR L1_IsoTau40er_ETM115 OR L1_IsoTau40er_ETM120 OR L1_IsoTau40er_ETMHF80 OR L1_IsoTau40er_ETMHF90 OR L1_IsoTau40er_ETMHF100 OR L1_IsoTau40er_ETMHF110 OR L1_IsoTau40er_ETMHF120	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET120_v6	TAU,HIG,EXO		backup	unprescaled	2E+34	2.8	2.8	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_IsoTau40er_ETM80 OR L1_IsoTau40er_ETM85 OR L1_IsoTau40er_ETM90 OR L1_IsoTau40er_ETM95 OR L1_IsoTau40er_ETM100 OR L1_IsoTau40er_ETM105 OR L1_IsoTau40er_ETM110 OR L1_IsoTau40er_ETM115 OR L1_IsoTau40er_ETM120 OR L1_IsoTau40er_ETMHF80 OR L1_IsoTau40er_ETMHF90 OR L1_IsoTau40er_ETMHF100 OR L1_IsoTau40er_ETMHF110 OR L1_IsoTau40er_ETMHF120	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET130_v6	TAU,HIG,EXO		backup	unprescaled	2E+34	2.2	2.2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_IsoTau40er_ETM80 OR L1_IsoTau40er_ETM85 OR L1_IsoTau40er_ETM90 OR L1_IsoTau40er_ETM95 OR L1_IsoTau40er_ETM100 OR L1_IsoTau40er_ETM105 OR L1_IsoTau40er_ETM110 OR L1_IsoTau40er_ETM115 OR L1_IsoTau40er_ETM120 OR L1_IsoTau40er_ETMHF80 OR L1_IsoTau40er_ETMHF90 OR L1_IsoTau40er_ETMHF100 OR L1_IsoTau40er_ETMHF110 OR L1_IsoTau40er_ETMHF120	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
PhysicsHadronsTaus	Tau	HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET90_v10	TAU,HIG,EXO		signal	unprescaled	2E+34	12.5	12.5	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	L1_IsoTau40er_ETM80 OR L1_IsoTau40er_ETM85 OR L1_IsoTau40er_ETM90 OR L1_IsoTau40er_ETM95 OR L1_IsoTau40er_ETM100 OR L1_IsoTau40er_ETM105 OR L1_IsoTau40er_ETM110 OR L1_IsoTau40er_ETM115 OR L1_IsoTau40er_ETM120 OR L1_IsoTau40er_ETMHF80 OR L1_IsoTau40er_ETMHF90 OR L1_IsoTau40er_ETMHF100 OR L1_IsoTau40er_ETMHF110 OR L1_IsoTau40er_ETMHF120	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
